,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
424,21230-2080,Consumer Cyclical,7000.0,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot and cold. It also provides various footwear products for running, basketball, cleated sports, slides, training, and outdoor. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital fitness subscriptions, as well as digital advertising through MapMyFitness platform. It primarily offers its products under the HEATGEAR, COLDGEAR, RUSH or RECOVER, UA HOVR, UA Logo, UNDER ARMOUR, UA, ARMOUR, PROTECT THIS HOUSE, I WILL, ARMOUR BRA, and ARMOUR FLEECE brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 439 brand and factory house stores, as well as through e-commerce websites. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland.",Baltimore,410 454 6428,MD,United States,[],http://www.underarmour.com,1.0,1020 Hull Street,,Apparel Manufacturing,0.07897,0.02463,0.49361,428988000.0,0.351,0.04733,379188000.0,9.0,hold,2172471000.0,443401120.0,16.7,21.9,,2.558,0.02913,2.0,16.7,111.409,0.07123,24.4,1348737024.0,1972161024.0,4801622016.0,2.951,USD,10.556,1.661,3.5,NYQ,"Under Armour, Inc.","Under Armour, Inc.",America/New_York,EDT,False,-14400000,EQUITY,UA,finmb_8740684,us_market,,1.855,,23.494,,,0.46,,233919008.0,,,,3.873,15971313.0,0.0349,,1609372800.0,0.77406996,118256000.0,0.258,,,5.6545315,0.16375999,1672444800.0,,1617148800.0,4.34,1622160000.0,385307489.0,1.273667,8908673024.0,2.0,,1466380800.0,1:1,,,,,2.2320328,1625011200.0,3.71,,47.608692,,,27851949.0,,,,21.9,21.87,18.547253,,0.0,,22.03,,5867081.0,21.9,18.545834,,21.87,,5867081.0,,,,,,,21.66,USD,84.88372,1671563.0,,,,10717377536.0,,,3777031.0,21.66,22.0,1300.0,1671563.0,22.16,,,8.71,21.83,False,,900.0,22.03,21.9,https://logo.clearbit.com/underarmour.com,,,,,3943d879-5e03-38e3-b07b-5b71eac1b669
425,21230-2080,Consumer Cyclical,7000.0,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes branded performance apparel, footwear, and accessories for men, women, and youth primarily in North America, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. The company offers its apparel in compression, fitted, and loose types to be worn in hot and cold. It also provides various footwear products for running, basketball, cleated sports, slides, training, and outdoor. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital fitness subscriptions, as well as digital advertising through MapMyFitness platform. It primarily offers its products under the HEATGEAR, COLDGEAR, RUSH or RECOVER, UA HOVR, UA Logo, UNDER ARMOUR, UA, ARMOUR, PROTECT THIS HOUSE, I WILL, ARMOUR BRA, and ARMOUR FLEECE brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 439 brand and factory house stores, as well as through e-commerce websites. Under Armour, Inc. was founded in 1996 and is headquartered in Baltimore, Maryland.",Baltimore,410 454 6428,MD,United States,[],http://www.underarmour.com,1.0,1020 Hull Street,,Apparel Manufacturing,0.07897,0.02463,0.49361,428988000.0,0.351,0.04733,379188000.0,7.0,hold,2172471000.0,443401120.0,26.0,25.77,,2.558,0.02913,24.0,25.54,111.409,0.07123,36.0,1348737024.0,1972161024.0,4801622016.0,2.951,USD,10.556,1.661,2.6,NYQ,"Under Armour, Inc.","Under Armour, Inc.",America/New_York,EDT,True,-14400000,EQUITY,UAA,finmb_8740684,us_market,,2.086,,26.411,,,0.51,,188622000.0,,,,3.873,13325984.0,0.0292,,1609372800.0,0.96929,118256000.0,0.258,,,6.653757,0.0036199999,1672444800.0,,1617148800.0,2.6,1622160000.0,385307489.0,1.273667,10014590976.0,2.0,,1460073600.0,2:1,,,,,2.29348,1625011200.0,3.46,,50.529415,,0.0709,15916824.0,,,,25.77,25.78,21.893116,,0.0,,25.94,,10997228.0,25.77,21.286572,,25.78,,10997228.0,,,,,,,25.515,USD,99.88373,4934260.0,,,,11012423680.0,,,5426254.0,25.515,25.89,3000.0,4934260.0,26.45,,,9.66,25.76,False,,1400.0,25.94,25.77,https://logo.clearbit.com/underarmour.com,,,,,0bda9ecc-1494-3509-90b4-b9dd33795f85
426,60606,Industrials,84100.0,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. The company transports people and cargo through its mainline and regional fleets. It also sells fuel; and offers catering, ground handling, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. is headquartered in Chicago, Illinois.",Chicago,872 825 4000,IL,United States,[],http://www.united.com,1.0,233 South Wacker Drive,,Airlines,-0.83675003,-0.63433,-0.5227,-3748999936.0,-0.596,-1.0560501,-8867000320.0,43.0,buy,-2651000000.0,-5385625088.0,65.0,47.24,,1.131,-0.12194,18.0,61.44,676.662,-0.91931,78.0,12974999552.0,35227000832.0,10597000192.0,40.098,USD,35.749,1.014,2.5,NMS,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",America/New_York,EDT,True,-14400000,EQUITY,UAL,finmb_309845,us_market,,3.712,,-4.436,,,2.37,,323577984.0,,,,16.089,11847182.0,0.0366,,1609372800.0,0.63805,-6721999872.0,-22.677,,,2.9361675,0.00248,1672444800.0,,1617148800.0,0.73,1615766400.0,322701357.0,1.697186,39336931328.0,2.0,,832636800.0,4:1,,,,,1.4424671,1618444800.0,0.16,,19.932491,,0.0367,14177386.0,,,,48.21,47.91,52.271088,,0.0,,48.0,,11992257.0,48.21,49.356857,,47.91,,11992257.0,,,,1199664000.0,,,46.55,USD,,9265550.0,,,,15285824512.0,,,12572481.0,46.55,47.24,1800.0,9265550.0,63.7,,,31.22,47.2,False,,1400.0,48.0,47.24,https://logo.clearbit.com/united.com,,,,,4a481841-643c-3bcc-9402-e0d8a11d2bcb
427,80129,Real Estate,1263.0,"UDR, Inc. (NYSE: UDR), an S&P 500 company, is a leading multifamily real estate investment trust with a demonstrated performance history of delivering superior and dependable returns by successfully managing, buying, selling, developing and redeveloping attractive real estate communities in targeted U.S. markets. As of September 30, 2020, UDR owned or had an ownership position in 51,649 apartment homes including 1,031 homes under development. For over 48 years, UDR has delivered long-term value to shareholders, the best standard of service to Residents and the highest quality experience for Associates.",Highlands Ranch,720-283-6120,CO,United States,[],http://www.udr.com,1.0,1745 Shea Center Drive,720-283-2451,REIT—Residential,0.6011,0.05006,0.66656995,592465024.0,-0.057,0.114350006,746286016.0,45.0,buy,849977000.0,550278976.0,50.0,53.23,-0.309,0.383,0.00921,18.0,50.58,130.703,0.01607,58.0,1181000.0,5236070912.0,1241523968.0,0.004,USD,4.208,0.002,2.4,NYQ,"UDR, Inc.","UDR, Inc.",America/New_York,EDT,True,-14400000,EQUITY,UDR,finmb_310667,us_market,,18.262,,30.38,,,0.15,,296835008.0,,,,9.962,17463882.0,0.0588,,1609372800.0,1.0576,57929000.0,0.196,,,5.3433046,0.00858,1672444800.0,,1617148800.0,8.77,1623715200.0,294305572.0,0.731773,22672252928.0,2.0,,736646400.0,2:1,,,,-0.405,12.726719,1626307200.0,-32.9,,354.86664,,0.0967,13340699.0,,,,53.3,53.45,46.727535,0.02705441,7.2,,53.6,,1543557.0,53.3,52.65543,1.442,53.45,,1543557.0,,,1.45,1625788800.0,,,52.98,USD,271.58163,1733458.0,,,,15800526848.0,,,1941354.0,52.98,53.19,1200.0,1733458.0,56.31,,3.27,29.34,47.14,False,0.026300002,900.0,53.6,53.23,https://logo.clearbit.com/udr.com,Suite 200,,,,d4e296f4-8a24-319d-9b12-1a752b19ac27
428,19406-0958,Healthcare,89000.0,"Universal Health Services, Inc., through its subsidiaries, owns and operates acute care hospitals, and outpatient and behavioral health care facilities. The company operates through Acute Care Hospital Services and Behavioral Health Care Services segments. Its hospitals offer general and specialty surgery, internal medicine, obstetrics, emergency room care, radiology, oncology, diagnostic care, coronary care, pediatric services, pharmacy services, and/or behavioral health services. As of February 25, 2021, it owned and/or operated 360 inpatient facilities, and 39 outpatient and other facilities located in 38 states; Washington, D.C.; the United Kingdom; and Puerto Rico. The company also provides commercial health insurance services. Universal Health Services, Inc. founded in 1978 and is headquartered in King of Prussia, Pennsylvania.",King of Prussia,610-768-3300,PA,United States,[],http://www.uhsinc.com,1.0,Universal Corporate Center,,Medical Care Facilities,0.16486,0.0861,0.40423,1929901952.0,0.065,0.120790005,1935831040.0,145.0,buy,4657668000.0,883056256.0,160.0,148.65,0.482,1.243,0.071729995,12.0,160.58,59.664,0.16823,174.0,764502016.0,3941622016.0,11742217216.0,9.017,USD,138.627,1.087,2.5,NYQ,"Universal Health Services, Inc.","Universal Health Services, Inc.",America/New_York,EDT,True,-14400000,EQUITY,UHS,finmb_36040,us_market,,1.383,,8.388,,,12.25,,77870704.0,,,,76.831,1667510.0,0.0196,,1609372800.0,0.95096,1007846976.0,11.792,,,1.9347658,0.1444,1672444800.0,,1617148800.0,3.16,1615766400.0,75149917.0,1.18257,16237821952.0,2.0,,1260921600.0,2:1,,,,0.472,1.0776697,1618444800.0,1.76,,12.134693,,0.024400001,1106629.0,,,,148.36,144.44,145.05159,0.0013480723,0.017,,149.0,,513642.0,148.36,152.59,0.2,144.44,,513642.0,,,0.8,1615507200.0,,,144.44,USD,12.606004,678653.0,,,,12654231552.0,,,674279.0,144.44,160.0,800.0,678653.0,165.0,,0.37,99.47,148.7,False,0.0052,1000.0,149.0,148.65,https://logo.clearbit.com/uhsinc.com,367 South Gulph Road PO Box 61558,,,,d5972957-7c1e-3aeb-9b12-57692d0e143b
429,60440,Consumer Cyclical,16000.0,"Ulta Beauty, Inc. operates as a retailer of beauty products in the United States. The company's stores offer cosmetics, fragrances, skincare and haircare products, bath and body products, and salon styling tools; professional hair products; salon services, including hair, skin, makeup, and brow services; and others, including nail products and accessories. It also provides its private label products, such as the Ulta Beauty Collection branded cosmetics, skincare, and bath products, as well as Ulta Beauty branded products; and the Ulta Beauty branded gifts. As of January 30, 2021, the company operated 1,264 retail stores across 50 states. It also distributes its products through its Website, ulta.com; and mobile applications. The company was formerly known as Ulta Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was founded in 1990 and is based in Bolingbrook, Illinois.",Bolingbrook,630 410 4800,IL,United States,[],http://www.ulta.com,1.0,1000 Remington Boulevard,,Specialty Retail,0.15603,0.07006,0.40256,1164739968.0,0.652,0.11399,1079293056.0,287.0,buy,2334459000.0,1029812096.0,375.0,371.91,,1.684,0.092819996,23.0,369.8,101.723,0.26934,452.0,947456000.0,1876509056.0,6917261824.0,17.303,USD,123.094,0.724,2.3,NMS,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",America/New_York,EDT,True,-14400000,EQUITY,ULTA,finmb_35929,us_market,,2.871,,18.403,,,12.09,,55388800.0,,,,35.541,1836308.0,0.0335,,1611964800.0,0.94158,484632992.0,3.11,,,10.464252,0.027590001,1675036800.0,,1619827200.0,2.22,1620950400.0,53999164.0,1.703804,19862573056.0,2.0,,,,,,,,2.9780009,1623715200.0,0.51,,30.761787,,0.038599998,2083819.0,,,,366.83,368.0,326.71252,,0.0,,372.22,,478914.0,366.83,342.66513,,368.0,,478914.0,,,,1331856000.0,,,366.71,USD,119.58521,443786.0,,,,20599611392.0,,,664651.0,366.71,372.11,3200.0,443786.0,372.22,,,200.5,371.86,False,,800.0,372.22,371.91,https://logo.clearbit.com/ulta.com,Suite 120,,,,bb6011bf-c32c-3377-b48d-d3d3affbbc53
430,55343,Healthcare,330000.0,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health and well-being services to individuals age 50 and older, addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; Medicaid plans, children's health insurance program, and health care programs; medical and dental benefits; and hospital and clinical services. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals directly through care delivery systems, employers, payers, and government entities. The OptumInsight segment offers software and information products, advisory consulting arrangements, and managed services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and compounding pharmacy, and purchasing and clinical, as well as develops programs in areas, such as step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated has partnership with the University of California, San Francisco to expand the mental health workforce in California. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota.",Minnetonka,952-936-1300,MN,United States,[],http://www.unitedhealthgroup.com,1.0,UnitedHealth Group Center,,Healthcare Plans,0.09988,0.06421,0.26239002,25236000768.0,0.09,0.091850005,26260000768.0,360.0,buy,67000000000.0,23496124416.0,440.5,405.96,0.443,0.687,0.076570004,24.0,446.04,65.538,0.26148,522.0,22916999168.0,46257999872.0,262915997696.0,24.284,USD,277.338,0.626,1.8,NYQ,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,America/New_York,EDT,True,-14400000,EQUITY,UNH,finmb_104673,us_market,,1.584,,15.858,,,21.37,,943702016.0,,,,70.343,6400844.0,0.0068,,1609372800.0,0.89037,16883000320.0,17.588,,,5.7711496,0.0058899997,1672444800.0,,1617148800.0,2.46,1620950400.0,938341892.0,0.775843,416428064768.0,2.0,,1117497600.0,2:1,,,,0.438,1.4571395,1623715200.0,1.67,,18.996723,,0.0068,6881533.0,,,,407.74,407.0,383.20535,0.012262717,0.2843,,408.73,,2113228.0,407.74,411.01685,5.0,407.0,,2113228.0,,,5.8,1623974400.0,,,404.3,USD,23.081648,1936147.0,,,,383105269760.0,,,2867607.0,404.3,407.19,800.0,1936147.0,425.98,,1.42,289.64,405.22,False,0.014099999,1100.0,408.73,405.96,https://logo.clearbit.com/unitedhealthgroup.com,9900 Bren Road East,,,,33ae4437-560d-3a42-9aa4-234d48c993c5
431,37402,Financial Services,10300.0,"Unum Group, together with its subsidiaries, provides financial protection benefit solutions primarily in the United States, the United Kingdom, and Poland. It operates through Unum US, Unum International, Colonial Life, and Closed Block segments. The company offers group long-term and short-term disability, group life, and accidental death and dismemberment products; supplemental and voluntary products, such as individual disability, voluntary benefits, and dental and vision products; and accident, sickness, disability, life, and cancer and critical illness products. It also provides group pension, individual life and corporate-owned life insurance, reinsurance pools and management operations, and other products. The company sells its products primarily to employers for the benefit of employees. Unum Group sells its products through field sales personnel, independent brokers, and consultants, as well as independent contractor agency sales force. The company was founded in 1848 and is based in Chattanooga, Tennessee.",Chattanooga,423 294 1011,TN,United States,[],http://www.unum.com,1.0,1 Fountain Square,207 772 1951,Insurance—Life,0.094119996,0.052670002,0.23266001,289300000.0,-0.009,0.085319996,1255100032.0,21.0,hold,3102000000.0,-5091975168.0,31.5,27.35,-0.315,25.806,0.0101499995,10.0,30.2,31.435,0.06531,35.0,1719699968.0,3441400064.0,13334800384.0,8.414,USD,65.344,5.619,3.0,NYQ,Unum Group,Unum Group,America/New_York,EDT,True,-14400000,EQUITY,UNM,finmb_166762,us_market,,0.537,,5.708,,,5.4,,204240992.0,,,,51.766,3687913.0,0.018099999,,1609372800.0,0.85918,702400000.0,3.849,,,0.5283391,0.0068,1672444800.0,,1625011200.0,2.15,1623715200.0,203304222.0,1.713824,7164702720.0,2.0,,865296000.0,2:1,,,,-0.311,0.41890323,1626307200.0,2.03,,5.0648146,,0.0207,4097711.0,,,,27.38,27.43,27.96,0.041636232,0.33240002,,27.5599,,3491271.0,27.38,27.52143,1.14,27.43,,3491271.0,,,1.2,1627516800.0,,,27.02,USD,7.105742,1376980.0,,,,5585991168.0,,,1944120.0,27.02,27.35,900.0,1376980.0,31.98,,3.35,15.79,27.34,False,0.045100003,1300.0,27.5599,27.35,https://logo.clearbit.com/unum.com,,,,,2e794035-c5d0-3981-89a3-ace3b3f5fae7
432,68179,Industrials,29755.0,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, engages in the railroad business in the United States. The company offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, ethanol producers, and other agricultural users; coal and sand, petroleum, and liquid petroleum gases; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, and soda ash, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. As of December 31, 2020, its rail network included 32,313 route miles connecting Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",Omaha,402 544 5000,NE,United States,[],http://www.up.com,1.0,1400 Douglas Street,,Railroads,0.51479,0.27019,0.5856,8343000064.0,-0.044,0.40021,9937999872.0,195.0,buy,11433000000.0,4081125120.0,246.5,227.66,-0.07,0.763,0.07788,26.0,243.58,173.17,0.32352,260.0,1243000064.0,28146999296.0,19305000960.0,1.871,USD,28.68,0.586,2.0,NYQ,Union Pacific Corporation,Union Pacific Corporation,America/New_York,EDT,True,-14400000,EQUITY,UNP,finmb_310078,us_market,,8.933,,17.354,,,10.88,,664302976.0,,,,24.437,8866668.0,0.013300001,,1609372800.0,0.80697995,5216000000.0,7.727,,,9.316201,0.00217,1672444800.0,,1617148800.0,3.49,1619740800.0,662973916.0,1.136413,172459327488.0,2.0,,1402272000.0,2:1,,,,-0.09,7.8339915,1622160000.0,1.74,,20.924633,,0.0134000005,6768706.0,,,,226.39,225.29,217.43536,0.017138567,0.50189996,,227.865,,2178571.0,226.39,219.68286,3.88,225.29,,2178571.0,,,4.28,1622073600.0,,,225.11,USD,29.462921,1965865.0,,,,151235215360.0,,,2739654.0,225.11,228.27,800.0,1965865.0,231.26,,2.08,171.5,227.72,False,0.0195,1100.0,227.865,227.66,https://logo.clearbit.com/up.com,,,,,c077bb12-7f5a-3cf2-8062-a182f13672e7
433,30328,Industrials,540000.0,"United Parcel Service, Inc. provides letter and package delivery, transportation, logistics, and financial services. It operates through three segments: U.S. Domestic Package, International Package, and Supply Chain & Freight. The U.S. Domestic Package segment offers time-definite delivery of letters, documents, small packages, and palletized freight through air and ground services in the United States. The International Package segment provides guaranteed day and time-definite international shipping services in Europe, the Asia Pacific, Canada and Latin America, the Indian sub-continent, the Middle East, and Africa. This segment offers guaranteed time-definite express options. The Supply Chain & Freight segment provides international air and ocean freight forwarding, customs brokerage, distribution and post-sales, and mail and consulting services in approximately 200 countries and territories; and less-than-truckload and truckload services to customers in North America. This segment also offers truckload brokerage services; supply chain solutions to the healthcare and life sciences industry; shipping, visibility, and billing technologies; and financial and insurance services. The company operates a fleet of approximately 127,000 package cars, vans, tractors, and motorcycles; and owns 58,000 containers that are used to transport cargo in its aircraft. United Parcel Service, Inc. was founded in 1907 and is headquartered in Atlanta, Georgia.",Atlanta,404 828 6000,GA,United States,[],http://www.ups.com,1.0,"55 Glenlake Parkway, N.E.",,Integrated Freight & Logistics,0.10333,0.05776,0.1878,12440000512.0,0.27,0.07236,9248000000.0,130.0,buy,11490000000.0,1969124992.0,229.0,193.64,3.928,1.287,0.065170005,28.0,218.23,374.494,0.98739,261.0,8081999872.0,26809999360.0,89500999680.0,9.284,USD,102.993,1.129,2.3,NYQ,"United Parcel Service, Inc.","United Parcel Service, Inc.",America/New_York,EDT,True,-14400000,EQUITY,UPS,finmb_238570,us_market,,2.194,,21.231,,,11.55,,723316992.0,,,,8.215,7260612.0,0.0083,,1609372800.0,0.70028,5169999872.0,5.922,,,23.571514,8.9999994e-05,1672444800.0,,1617148800.0,1.99,1619740800.0,722977331.0,1.054891,196346068992.0,2.0,,,,,,,3.966,1.8961817,1622160000.0,1.0,,16.765368,,0.01,10392447.0,,,,192.4,192.68,187.95638,0.021049898,0.6864,,194.56,,2293342.0,192.4,204.50658,4.05,192.68,,2293342.0,,,4.08,1621555200.0,,,192.27,USD,32.698414,2386005.0,,,,169710157824.0,,,3122443.0,192.27,194.0,800.0,2386005.0,219.59,,3.03,154.63,193.53,False,0.02,900.0,194.56,193.64,https://logo.clearbit.com/ups.com,,,,,0e60ac85-bc39-31e2-a1d6-6a048ff164da
434,06902,Industrials,18250.0,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company. It operates in two segments, General Rentals; and Trench, Power and Fluid Solutions. The General Rentals segment rents general construction and industrial equipment, including backhoes, skid-steer loaders, forklifts, earthmoving equipment, and material handling equipment; aerial work platforms, such as boom lifts and scissor lifts; and general tools and light equipment comprising pressure washers, water pumps, and power tools. It serves construction and industrial companies, manufacturers, utilities, municipalities, homeowners, and government entities. The Trench, Power and Fluid Solutions segment rents specialty construction products that include trench safety equipment, which comprise trench shields, aluminum hydraulic shoring systems, slide rails, crossing plates, construction lasers, and line testing equipment for underground work; and power, as well as heating, ventilating, and air conditioning equipment, including portable diesel generators, electrical distribution equipment, and temperature control equipment. It is also involved in the rental of fluid solutions equipment primarily used for fluid containment, transfer, and treatment. This segment serves construction companies involved in infrastructure projects, and municipalities and industrial companies. The company also sells aerial lifts, reach forklifts, telehandlers, compressors, and generators; construction consumables, tools, small equipment, and safety supplies; and parts for equipment that is owned by its customers, as well as provides repair and maintenance services. United Rentals, Inc. sells its used equipment through its sales force, brokers, and Website, as well as at auctions and directly to manufacturers. As of January 1, 2021, the company operated a network of 1,165 rental locations, including 1,018 of these locations are in the United States, 136 are in Canada, and 11 are in Europe. United Rentals, Inc. was founded in 1997 and is headquartered in Stamford, Connecticut.",Stamford,203 622 3131,CT,United States,[],http://www.unitedrentals.com,1.0,100 First Stamford Place,203 622 6080,Rental & Leasing Services,0.26731002,0.10872,0.37745,2772000000.0,-0.032,0.22264,2262000128.0,255.0,buy,3232000000.0,2703875072.0,366.5,361.34,0.202,1.089,0.06468,14.0,355.21,206.554,0.21957001,425.0,278000000.0,9800999936.0,8462000128.0,3.841,USD,117.15,0.839,2.3,NYQ,"United Rentals, Inc.","United Rentals, Inc.",America/New_York,EDT,True,-14400000,EQUITY,URI,finmb_36005,us_market,,3.723,,13.929,,,23.89,,72378096.0,,,,65.561,1789182.0,0.0247,,1609372800.0,0.94832003,920000000.0,12.687,,,5.5115085,0.0044,1672444800.0,,1617148800.0,2.91,1619740800.0,72124095.0,2.059239,31507861504.0,2.0,,,,,,,0.173,3.0906525,1622160000.0,1.25,,15.125157,,0.0277,1888969.0,,,,357.5,359.3,311.8137,,0.0,,364.2999,,573157.0,357.5,319.4457,,359.3,,573157.0,,,,,,,357.0,USD,28.481121,951178.0,,,,26153101312.0,,,751470.0,357.0,369.45,1000.0,951178.0,364.2999,,,159.01,353.28,False,,800.0,364.2999,361.34,https://logo.clearbit.com/unitedrentals.com,Suite 700,,,,84473062-10a0-372a-894b-7d774799df1a
435,55402,Financial Services,70000.0,"U.S. Bancorp, a financial services holding company, provides various financial services in the United States. It operates in Corporate and Commercial Banking, Consumer and Business Banking, Wealth Management and Investment Services, Payment Services, and Treasury and Corporate Support segments. The company offers depository services, including checking accounts, savings accounts, and time certificate contracts; lending services, such as traditional credit products; and credit card services, lease financing and import/export trade, asset-backed lending, agricultural finance, and other products. It also provides ancillary services comprising capital markets, treasury management, and receivable lock-box collection services to corporate customers; and a range of asset management and fiduciary services for individuals, estates, foundations, business corporations, and charitable organizations. In addition, the company offers investment and insurance products to its customers principally within its markets, as well as fund administration services to a range of mutual and other funds. Further, it provides corporate and purchasing card, and corporate trust services; and merchant processing services, as well as cash and investment management, ATM processing, mortgage banking, and brokerage and leasing services. As of December 31, 2020, the company provided its products and services through a network of 2,434 banking offices principally operating in the Midwest and West regions of the United States, as well as through online services and over mobile devices; and operated a network of 4,232 ATMs. The company was founded in 1863 and is headquartered in Minneapolis, Minnesota.",Minneapolis,651 466 3000,MN,United States,[],http://www.usbank.com,1.0,800 Nicollet Mall,,Banks—Regional,0.0,0.32561,0.0,,0.47,0.41814,,55.0,buy,19242000000.0,,62.0,58.85,2.14,,0.013359999,20.0,62.44,,0.13912,69.0,44572999680.0,49772998656.0,22606999552.0,30.056,USD,15.066,,2.2,NYQ,U.S. Bancorp,U.S. Bancorp,America/New_York,EDT,True,-14400000,EQUITY,USB,finmb_305304,us_market,,4.205,,,,,4.37,,1496999936.0,,,,30.534,15606771.0,0.0105,,1609372800.0,0.76455003,7008000000.0,3.789,,,1.9273596,0.00084,1672444800.0,,1625011200.0,2.47,1623715200.0,1479722570.0,1.162132,95073452032.0,2.0,,983232000.0,1265:1000,,,,1.877,3.8969545,1626307200.0,2.05,,13.466819,,0.0105,12539725.0,,,,58.79,58.73,55.435726,0.028576287,0.36049998,,59.0,,4272557.0,58.79,56.51143,1.68,58.73,,4272557.0,,,1.84,1624924800.0,,,58.265,USD,15.531802,3658773.0,,,,88098447360.0,,,5792387.0,58.265,58.85,1800.0,3658773.0,62.47,,2.82,34.17,58.84,False,0.0328,1000.0,59.0,58.85,https://logo.clearbit.com/usbank.com,,,,,7aca5ec6-18f7-3173-a8dc-d7014cf9bdcf
