,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,trailingPE,address2,fax
83,98134,Consumer Cyclical,349000.0,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of specialty coffee worldwide. The company operates through three segments: Americas, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole bean and ground coffees, single-serve and ready-to-drink beverages, and iced tea; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks, Teavana, Seattle's Best Coffee, Evolution Fresh, Ethos, Starbucks Reserve, and Princi brand names. As of October 29, 2020, it operated approximately 32,000 stores. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.",Seattle,206 447 1575,WA,United States,[],http://www.starbucks.com,1,2401 Utah Avenue South,Restaurants,0.14239,0.04176,0.23113,3842500096.0,0.112,0.07825,3394899968.0,90.5,buy,5141100000.0,1979549952.0,125.0,115.75,1.0,1.073,0.04176,29.0,124.37,,,140.0,4003699968.0,23522699264.0,23842699264.0,3.398,USD,20.328,0.803,2.2,NMS,Starbucks Corporation,Starbucks Corporation,America/New_York,EDT,True,-14400000,,EQUITY,SBUX,,,finmb_34745,008ad8c5-a728-3e78-9380-bba1f5a13a9e,us_market,,6.346,,44.572,,,3.6,,1178300032.0,,,,-6.498,10554956.0,0.009,,1601164800.0,0.71114,995800000.0,0.849,,,,0.00174,1664236800.0,,1616889600.0,1.69,1619740800.0,1176155494.0,0.875543,151317561344.0,2,,1428537600.0,2:1,,,1.008,5.720335,1622160000.0,0.74,,32.15278,,0.009,9619087.0,,,116.5,116.41,111.70645,0.015107296,2.0235,,116.78,,6315442,116.5,117.830284,1.76,116.41,6315442,,,1.8,1620777600.0,,,115.51,USD,4291599,,,,136388231168.0,,,5588840,115.51,116.08,1200,4291599,126.32,,1.79,76.46,115.75,False,0.0161,900,116.78,115.75,https://logo.clearbit.com/starbucks.com,136.33687,,
84,10020,Communication Services,5726.0,"Sirius XM Holdings Inc. provides satellite radio services on a subscription fee basis in the United States. It broadcasts music, sports, entertainment, comedy, talk, news, traffic, and weather channels, including various music genres, such as rock, pop and hip-hop, country, dance, jazz, Latin, and classical; live play-by-play sports from various leagues and colleges; various talk and entertainment channels for a range of audiences; national, international, and financial news; and limited run channels. The company also provides streaming service that includes a range of music and non-music channels, and podcasts, as well as channels that are not available on its satellite radio service; and offers applications to allow consumers to access its streaming service on smartphones, tablets, computers, home devices, and other consumer electronic equipment. In addition, it distributes satellite radios through automakers and retailers, as well as its website. Further, the company provides location-based services through two-way wireless connectivity, including safety, security, convenience, remote vehicles diagnostic, maintenance and data, and stolen or parked vehicle locator services. Additionally, it offers satellite television services, which offer music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; and real-time traffic and weather services. The company was incorporated in 2013 and is headquartered in New York, New York. Sirius XM Holdings Inc. is a subsidiary of Liberty Media Corporation.",New York,212-584-5100,NY,United States,[],http://www.siriusxm.com,1,1221 Avenue of the Americas,Broadcasting,0.2945,0.0069999998,0.50687003,1894000000.0,0.054,0.23238,2399000064.0,5.25,buy,4099000000.0,1117250048.0,7.5,6.03,-0.199,0.318,0.11309,14.0,7.16,,,8.0,59000000.0,9333000192.0,8145999872.0,0.014,USD,1.911,0.235,2.1,NMS,Sirius XM Holdings Inc.,Sirius XM Holdings Inc.,America/New_York,EDT,True,-14400000,,EQUITY,SIRI,,,finmb_94238,5707d3f1-51a8-370a-8ac5-c7a3d09f7c02,us_market,,4.297,,14.591,,,0.31,,4090769920.0,,,,-0.634,179505415.0,0.043899998,,1609372800.0,0.14477,57000000.0,0.013,,,,0.78261,1672444800.0,,1617148800.0,8.21,1619740800.0,922672285.0,1.085869,35004919808.0,2,,,,,,-0.253,3.0281541,1622160000.0,2.42,,19.451614,,0.2015,169507953.0,,,6.14,6.12,6.2586956,0.009120522,5.5902004,,6.1368,,18397200,6.14,6.470286,0.056,6.12,18397200,,,0.06,1620259200.0,,,6.02,USD,19237563,,,,24667342848.0,,,19870956,6.02,6.03,40700,19237563,8.14,,,4.95,6.03,False,0.0093,40000,6.1368,6.03,https://logo.clearbit.com/siriusxm.com,463.84616,35th Floor,
85,94043,Technology,15036.0,"Synopsys, Inc. provides electronic design automation software products used to design and test integrated circuits. It offers Fusion Design Platform, a digital design implementation solution; Verification Continuum Platform that provides virtual prototyping, static and formal verification, simulation, emulation, field programmable gate array (FPGA)-based prototyping, and debug solutions; and FPGA design products that are programmed to perform specific functions. The company also provides intellectual property (IP) solutions for USB, PCI Express, DDR, Ethernet, SATA, MIPI, HDMI, and Bluetooth low energy applications; analog IP, including data converters and audio codecs; and system-on-chip (SoC) infrastructure IP, datapath and building block IP, and verification IP products, as well as mathematical and floating point components, and Arm AMBA interconnect fabric and peripherals. In addition, it offers logic libraries and embedded memories; configurable processor cores and application-specific instruction-set processor tools for embedded applications; IP subsystems for audio, sensor, and data fusion functionality; and security IP solutions. Further, the company provides Platform Architect solutions for SoC architecture analysis and optimization; virtual prototyping solutions; and HAPS FPGA-based prototyping systems, as well as a series of tools used in the design of optical systems and photonic devices. Additionally, it offers security testing, managed services, programs and professional services, and training that enable its customers to detect and remediate security vulnerabilities, and defects in the software development lifecycle; manufacturing solutions; and professional and other services. It has a collaboration with IBM Research's AI Hardware Center to advance the development of chip architectures and design methodologies critical to the next generation of AI chips. Synopsys, Inc. was founded in 1986 and is headquartered in Mountain View, California.",Mountain View,650 584 5000,CA,United States,[],http://www.synopsys.com,1,690 East Middlefield Road,Software—Infrastructure,0.22666,0.20275,0.80151004,1301869952.0,0.189,0.18747999,903086016.0,184.0,buy,2943043000.0,1015788096.0,310.0,292.19,0.746,1.192,0.059609998,15.0,302.0,13.591,0.17204,335.0,1457917952.0,692128000.0,3984217088.0,9.555,USD,26.172,1.04,2.0,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,SNPS,,,finmb_35028,9ccb8dc8-8e36-3ccd-8fe9-f8920d57610c,us_market,,10.109,,44.599,,,7.37,,152575008.0,,,,33.353,1585162.0,0.0104,,1604102400.0,0.89685994,807788992.0,5.138,,,8.760531,0.0062599997,1667174400.0,,1619740800.0,1.86,1620950400.0,151584693.0,1.034239,40276652032.0,2,,1064361600.0,2:1,,,0.775,11.189373,1623715200.0,2.7,,39.645863,,0.0117999995,1533859.0,,,288.95,288.89,258.9571,,0.0,,292.7,,411214,288.95,280.69113,,288.89,411214,,,,,,,287.63,USD,501326,,,,44580892672.0,,,771582,287.63,293.0,800,501326,300.91,,,191.04,292.11,False,,800,292.7,292.19,https://logo.clearbit.com/synopsys.com,56.86843,,
86,D02 NX53,Technology,,"Seagate Technology Holdings plc provides data storage technology and solutions in Singapore, the United States, the Netherlands, and internationally. The company offers hard disk and solid state drives, including serial advanced technology attachment, serial attached SCSI, and non-volatile memory express products; solid state hybrid drives; and storage subsystems. Its products are used in enterprise servers and storage systems; and edge compute and non-compute applications. The company also provides enterprise data solutions portfolio comprising storage subsystems and mass capacity optimized private cloud storage solutions for enterprises, cloud service providers, and scale-out storage servers and original equipment manufacturers (OEMs). In addition, it offers external storage solutions under the Seagate Backup Plus and Expansion product lines, as well as under the LaCie and Maxtor brands in capacities up to 16TB. Seagate Technology Holdings plc sells its products primarily to OEMs, distributors, and retailers. The company was founded in 1978 and is based in Dublin, Ireland.",Dublin,353 1 234 3136,,Ireland,[],http://www.seagate.com,1,38/39 Fitzwilliam Square,Computer Hardware,0.17778999,0.12302,0.27329,1626000000.0,0.197,0.14062001,1899000064.0,58.0,buy,2919000000.0,648249984.0,95.0,90.83,2.233,1.294,0.10665,20.0,89.35,814.422,1.0868499,110.0,1208999936.0,5138999808.0,10680999936.0,5.326,USD,44.136,0.81,2.4,NMS,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,America/New_York,EDT,True,-14400000,,EQUITY,STX,,,finmb_3738520,db8faad9-e67f-3bc2-8b00-0e10d60de875,us_market,,2.236,,12.577,,,6.73,,228872992.0,,,,2.108,7717605.0,0.034,,1625184000.0,0.8832,1314000000.0,3.957,,,43.088234,0.0055199997,1688256000.0,,1625184000.0,3.82,1623715200.0,226770730.0,1.171381,23883300864.0,2,,,,,,1.904,1.9463098,1626307200.0,,,13.496285,,0.0461,8190599.0,,,94.13,94.48,83.54435,0.028046321,0.4963,,94.48,,1657128,94.13,87.25629,2.64,94.48,1657128,,,2.68,1632182400.0,,,89.95,USD,2058270,,,,20788535296.0,,,2596400,89.95,90.83,800,2058270,106.22,,5.26,44.5,90.75,False,0.0305,900,94.48,90.83,https://logo.clearbit.com/seagate.com,22.954258,Dublin 2,
87,92617,Technology,10000.0,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was founded in 1962 and is headquartered in Irvine, California.",Irvine,949 231 3000,CA,United States,[],http://www.skyworksinc.com,1,5260 California Avenue,Semiconductors,0.39275002,0.27678,0.49288,1626499968.0,0.53,0.31897,1718400000.0,162.0,buy,1636300000.0,813950016.0,211.0,183.28,0.84,5.209,0.16279,26.0,206.42,3.811,0.27351,245.0,1419600000.0,179600000.0,4375300096.0,8.599,USD,26.349,3.564,2.3,NMS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,SWKS,,,finmb_1462309,3e3573db-84b3-3f81-a794-983ed41c6529,us_market,,6.199,,15.783,,,10.85,,165092992.0,,,,28.542,3540392.0,0.0214,,1601596800.0,0.78339,1211000064.0,7.224,,,6.421414,0.00331,1664668800.0,,1617321600.0,1.56,1619740800.0,164425558.0,1.075,27121246208.0,2,,956188800.0,2:1,,,0.795,6.9156957,1622160000.0,1.15,,16.892166,,0.0241,3219474.0,,,184.78,184.15,180.0747,0.010498972,0.268,,184.21,,1494871,184.78,187.572,1.94,184.15,1494871,,,2.0,1621209600.0,,,181.56,USD,931184,,,,30258243584.0,,,1602145,181.56,184.9,800,931184,204.0,,1.43,130.72,183.26,False,0.0116,800,184.21,183.28,https://logo.clearbit.com/skyworksinc.com,25.370985,,
88,200335,Consumer Cyclical,33400.0,"Trip.com Group Limited operates as a travel service provider for accommodation reservation, transportation ticketing, packaged tours and in-destination, corporate travel management, and other travel-related services in China and internationally. It acts as an agent for hotel-related transactions and selling air tickets, as well as provides train, long-distance bus, and ferry tickets; travel insurance products, including flight delay insurance, air accident insurance, and baggage loss coverage; and air-ticket delivery, online check-in and seat selection, express security screening, real-time flight status tracker, and airport VIP lounge services. The company also provides independent leisure travelers bundled packaged-tour products comprising group, semi-group, and customized and packaged tours with various transportation arrangements, such as air, cruises, buses, and car rental services. It offers integrated transportation and accommodation services; various value-added services, such as transportation at destinations and tickets, activities, insurance, visa services, and tour guides; user support, supplier management, and customer relationship management services; and in-destination products and services. The company also provides its corporate clients with business visits, incentive trips, meetings and conferences, travel data collection and analysis, industry benchmark, cost saving analysis, and travel management solutions; and Corporate Travel Management System, an online platform that integrates information management, online booking and authorization, online enquiry, and travel reporting systems. It offers online advertising and financial services. It operates under the Ctrip, Qunar, Trip.com, and Skyscanner brands. The company was formerly known as Ctrip.com International, Ltd. and changed its name to Trip.com Group Limited in October 2019. Trip.com Group Limited was founded in 1999 and is headquartered in Shanghai, the People's Republic of China.",Shanghai,86 21 3406 4880,,China,[],http://www.trip.com,1,968 Jin Zhong Road,Travel Services,0.0307,0.21962999,0.78268,,-0.132,-0.039619997,543249984.0,29.02,buy,14285000000.0,,46.65,23.99,,1.034,-0.0022200001,33.0,45.44,62.522,0.03744,52.04,53738999808.0,64887001088.0,17692999680.0,88.884,CNY,29.339,0.885,2.1,NMS,Trip.com Group Limited,Trip.com Group Limited,America/New_York,EDT,True,-14400000,,EQUITY,TCOM,,,finmb_691187,4daae8b0-cd65-3d39-93be-22d3e61b9b4e,us_market,,1.93,,62.873,,,,,637456000.0,,,,,14917665.0,0.0234,,1609372800.0,0.66055,3886000128.0,,,,,0.03932,1672444800.0,,1617148800.0,3.55,1619740800.0,471307383.0,1.316847,34155737088.0,2,,1449014400.0,2:1,,,,0.8742459,1622160000.0,923.62,,,,,12746203.0,,,24.53,24.25,36.24,,0.0,,24.35,,5211871,24.53,30.348,,24.25,5211871,,,,1213056000.0,,,23.61,USD,5390576,,,,15468032000.0,,,5243120,23.61,24.25,2200,5390576,45.19,,,23.61,23.75,False,,3100,24.35,23.99,https://logo.clearbit.com/trip.com,,,
89,98006-1350,Communication Services,75000.0,"T-Mobile US, Inc., together with its subsidiaries, provides mobile communications services in the United States, Puerto Rico, and the United States Virgin Islands. The company offers voice, messaging, and data services to 102.1 million customers in the postpaid, prepaid, and wholesale markets. It also provides wireless devices, including smartphones, wearables, and tablets and other mobile communication devices, as well as wireless devices and accessories. In addition, the company offers services, devices, and accessories under the T-Mobile and Metro by T-Mobile brands through its owned and operated retail stores, app and customer care channels, and its websites. It also sells its devices to dealers and other third party distributors for resale through independent third-party retail outlets and various third-party websites. As of December 31, 2020, it operated approximately 108,000 macro towers and 69,000 small cell/distributed antenna system sites; and approximately 3,400 T-Mobile and Metro by T-Mobile retail locations, including stores and kiosks. The company was founded in 1994 and is headquartered in Bellevue, Washington.",Bellevue,425 378 4000,WA,United States,[],http://www.t-mobile.com,1,12920 SE 38th Street,Telecom Services,0.34759998,0.03954,0.587,10684000256.0,0.778,0.13055,26780000256.0,130.0,buy,40783000000.0,-1487250048.0,162.0,144.74,-0.327,0.963,0.043270003,26.0,165.85,167.139,0.05718,250.0,6677000192.0,110942003200.0,77042999296.0,5.355,USD,62.104,0.735,1.9,NMS,"T-Mobile US, Inc.","T-Mobile US, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,TMUS,,,finmb_93339,ce5c4301-b193-3ec5-9bb5-27c98f068bd5,us_market,,3.706,,10.66,,,3.36,,1246809984.0,,,,52.62,13511078.0,0.0108,,1609372800.0,0.41723,2726000128.0,2.647,,,2.7506652,0.44169,1672444800.0,,1617148800.0,2.86,1620950400.0,583853625.0,0.572282,285483302912.0,2,,1367366400.0,1:2,,,-0.019,2.342371,1623715200.0,1.71,,43.077385,,0.0196,11947839.0,,,144.59,144.96,134.86804,,0.0,,145.39,,4251742,144.59,145.28943,,144.96,4251742,,,,1367366400.0,,,144.69,USD,1654563,,,,180463288320.0,,,4043153,144.69,145.24,800,1654563,150.2,,,107.56,144.55,False,,1300,145.39,144.74,https://logo.clearbit.com/t-mobile.com,54.68077,,
90,94304,Consumer Cyclical,70757.0,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits. It provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; and purchase financing and leasing services. This segment is also involved in the provision of non-warranty after-sales vehicle services, sale of used vehicles, retail merchandise, and vehicle insurance, as well as sale of products through its subsidiaries to third party customers; services for electric vehicles through its company-owned service locations, and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners. This segment also offers service and repairs to its energy product customers, including under warranty; and various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was founded in 2003 and is headquartered in Palo Alto, California.",Palo Alto,650-681-5000,CA,United States,[],http://www.tesla.com,1,3500 Deer Creek Road,Auto Manufacturers,0.12663001,0.0318,0.21177,8024000000.0,0.736,0.06013,4551000064.0,67.0,hold,6630000000.0,3538249984.0,700.0,722.25,21.304,1.661,0.02994,33.0,655.12,51.138,0.0716,1471.0,17141000192.0,12510999552.0,35939999744.0,17.793,USD,38.052,1.281,2.8,NMS,"Tesla, Inc.","Tesla, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,TSLA,,,finmb_27444752,ec367bc4-f92c-397c-ac81-bf7b43cffaf7,us_market,,17.51,,138.28,,,6.22,,963329984.0,,,,23.901,40046181.0,0.0416,,1609372800.0,0.42664,1112000000.0,0.998,,,30.218403,0.19629999,1672444800.0,,1617148800.0,1.28,1619740800.0,775057145.0,1.995108,629311864832.0,2,,1598832000.0,5:1,,,26.375,19.359074,1622160000.0,3.69,,116.11737,,0.051599998,41382433.0,,,707.82,706.34,683.28625,,0.0,,722.75,,18386114,707.82,671.1654,,706.34,18386114,,,,,,,699.4,USD,17216950,,,,695765106688.0,,,24388498,699.4,723.9,1100,17216950,900.4,,,287.0,722.25,False,,900,722.75,722.25,https://logo.clearbit.com/tesla.com,723.6974,,
91,10036,Communication Services,6495.0,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games, 2K, Private Division, Social Point, and Playdots labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes and content. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series; and PGA TOUR 2K. It also offers Kerbal Space Program, and The Outer Worlds and Ancestors: the Humankind Odyssey under Private Division. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends, as well as Two Dots mobile game. Its products are designed for console gaming systems, including PlayStation 4; Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was incorporated in 1993 and is based in New York, New York.",New York,646 536 2842,NY,United States,[],http://www.take2games.com,1,110 West 44th Street,Electronic Gaming & Multimedia,0.22512,0.17459999,0.55644,912318016.0,0.104,0.19886999,759288000.0,185.0,buy,1876760000.0,843133888.0,220.0,160.37,0.762,1.889,0.07638,25.0,222.54,5.74,0.2006,262.0,2731576064.0,191266000.0,3372772096.0,24.907,USD,29.43,1.517,2.0,NMS,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",America/New_York,EDT,False,-14400000,,EQUITY,TTWO,,,finmb_371281,c684de9e-6837-3ad1-bee4-863a7e546dff,us_market,,4.912,,21.82,,,7.05,,116171000.0,,,,30.518,2327661.0,0.0201,,1617148800.0,0.92004997,588886016.0,5.09,,,5.2549314,0.01716,1680220800.0,,1617148800.0,1.67,1619740800.0,103508827.0,0.563043,16567510016.0,2,,1113264000.0,3:2,,,0.783,5.523748,1622160000.0,2.73,,22.747517,,0.0228,2996285.0,,,159.93,158.75,178.56094,,0.0,,160.87,,2518071,159.93,170.46428,,158.75,2518071,,,,,,,158.28,USD,1111536,,,,18630342656.0,,,1449903,158.28,160.98,800,1111536,214.91,,,151.0,160.0,False,,800,160.87,160.37,https://logo.clearbit.com/take2games.com,31.506874,,
92,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NMS,Texas Instruments Incorporated,Texas Instruments Incorporated,America/New_York,EDT,True,-14400000,,EQUITY,TXN,,,finmb_140283,a06516ec-4e7b-3444-b29a-1e4ac0c3f046,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.028835,,2,,,,,,,10.350939,,,,23.963009,,,,,,189.5,188.85,183.58348,0.020263853,0.5523,,189.0579,,3070914,189.5,189.60886,3.84,188.85,3070914,,,4.08,1626998400.0,,,186.18,USD,3815682,,,,173502447616.0,,,3911634,186.18,187.85,800,3815682,197.58,,2.41,134.12,187.84,False,0.022,1200,189.0579,187.87,,28.452217,,
93,60440,Consumer Cyclical,16000.0,"Ulta Beauty, Inc. operates as a retailer of beauty products in the United States. The company's stores offer cosmetics, fragrances, skincare and haircare products, bath and body products, and salon styling tools; professional hair products; salon services, including hair, skin, makeup, and brow services; and others, including nail products and accessories. It also provides its private label products, such as the Ulta Beauty Collection branded cosmetics, skincare, and bath products, as well as Ulta Beauty branded products; and the Ulta Beauty branded gifts. As of January 30, 2021, the company operated 1,264 retail stores across 50 states. It also distributes its products through its Website, ulta.com; and mobile applications. The company was formerly known as Ulta Salon, Cosmetics & Fragrance, Inc. and changed its name to Ulta Beauty, Inc. in January 2017. Ulta Beauty, Inc. was founded in 1990 and is based in Bolingbrook, Illinois.",Bolingbrook,630 410 4800,IL,United States,[],http://www.ulta.com,1,1000 Remington Boulevard,Specialty Retail,0.15603,0.07006,0.40256,1164739968.0,0.652,0.11399,1079293056.0,287.0,buy,2334459000.0,1029812096.0,375.0,371.91,,1.684,0.092819996,23.0,369.8,101.723,0.26934,452.0,947456000.0,1876509056.0,6917261824.0,17.303,USD,123.094,0.724,2.3,NMS,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,ULTA,,,finmb_35929,bb6011bf-c32c-3377-b48d-d3d3affbbc53,us_market,,2.871,,18.403,,,12.09,,55388800.0,,,,35.541,1836308.0,0.0335,,1611964800.0,0.94158,484632992.0,3.11,,,10.464252,0.027590001,1675036800.0,,1619827200.0,2.22,1620950400.0,53999164.0,1.703804,19862573056.0,2,,,,,,,2.9780009,1623715200.0,0.51,,30.761787,,0.038599998,2083819.0,,,366.83,368.0,326.71252,,0.0,,372.22,,478914,366.83,342.66513,,368.0,478914,,,,1331856000.0,,,366.71,USD,443786,,,,20599611392.0,,,664651,366.71,372.11,3200,443786,372.22,,,200.5,371.86,False,,800,372.22,371.91,https://logo.clearbit.com/ulta.com,119.58521,Suite 120,
94,RG14 2FN,Communication Services,105000.0,"Vodafone Group Plc engages in telecommunication services in Europe and internationally. The company offers mobile services that enable customers to call, text, and access data; fixed line services, including broadband, television (TV) offerings, and voice; and convergence services under the GigaKombi and Vodafone One names to customers. It also provides value added services, such as Internet of Things (IoT) comprising logistics and fleet management, smart metering, insurance, cloud, and security services; and automotive and health solutions. In addition, the company offers M-Pesa, an African payment platform, which provides money transfer, financial, and business and merchant payment services; and various services to operators through its partner market agreements. Vodafone Group Plc has strategic partnerships with Open Fiber. As of March 31, 2021, it had approximately 315 million mobile customers, 28 million fixed broadband customers, and 22 million TV customers. The company was incorporated in 1984 and is based in Newbury, the United Kingdom.",Newbury,44 163 533251,,United Kingdom,[],http://www.vodafone.com,1,Vodafone House,Telecom Services,0.27533,0.0025600002,0.31325,17215000576.0,-0.028,0.09325,12062000128.0,25.4,strong_buy,13723000000.0,4428874752.0,25.97,16.97,,0.985,0.015800001,2.0,25.97,124.986,0.0089,26.55,11873000448.0,72262000640.0,43809001472.0,4.207,EUR,14.8,0.716,1.3,NMS,Vodafone Group Plc,Vodafone Group Plc,America/New_York,EDT,False,-14400000,,EQUITY,VOD,,,finmb_324490,ef319db6-f808-3fa2-98f1-1248cd3239a7,us_market,,2.503,,9.09,,,0.76,,2787059968.0,,,,19.77,12453341.0,0.0045,,1617148800.0,0.092480004,112000000.0,0.05,,,0.8583712,1.0000001e-05,1680220800.0,,1617148800.0,3.35,1623715200.0,2784401358.0,0.896745,109648297984.0,2,,1393200000.0,4905:5000,,,,1.0796047,1626307200.0,,,22.328947,,,14240818.0,,,16.97,17.06,18.118044,0.005303477,24.0843,,17.075,,3569471,16.97,16.727428,0.09,17.06,3569471,,,1.06,1624492800.0,,,16.93,USD,1872094,,,,47296405504.0,,,4081737,16.93,16.96,4000,1872094,20.36,,6.5,13.14,16.87,False,0.0636,3200,17.075,16.97,https://logo.clearbit.com/vodafone.com,339.4,The Connection,
